,date,latitude,longitude
72,2011-08-29,42.38986667,-88.09587833
73,2011-08-29,42.38985833,-88.09548667
74,2011-08-29,42.389855,-88.09508
75,2011-08-29,42.38984333,-88.09466667
76,2011-08-29,42.389835,-88.09421833
77,2011-08-29,42.38971167,-88.09391
78,2011-08-29,42.38946,-88.093895
79,2011-08-29,42.38972167,-88.09383333
80,2011-08-29,42.38985667,-88.094905
81,2011-08-29,42.39006667,-88.095155
82,2011-08-29,42.39057,-88.09514333
83,2011-08-29,42.39095333,-88.095145
84,2011-08-29,42.391225,-88.09515333
85,2011-08-29,42.39153167,-88.095155
86,2011-08-29,42.391855,-88.09517167
87,2011-08-29,42.39298833,-88.09497
88,2011-08-29,42.39305333,-88.094515
89,2011-08-29,42.39309333,-88.094055
90,2011-08-29,42.39290167,-88.09385333
91,2011-08-29,42.39258667,-88.09386667
92,2011-08-29,42.39230833,-88.09387333
93,2011-08-29,42.39218333,-88.09376667
94,2011-08-29,42.39250833,-88.09384667
95,2011-09-07,41.98143333,-87.78777667
96,2011-09-07,41.98099833,-87.78777833
97,2011-09-07,41.98056,-87.78776167
98,2011-09-07,41.98019833,-87.78775833
99,2011-09-07,41.97975167,-87.787765
100,2011-09-07,41.97935167,-87.78775333
101,2011-09-07,41.97885,-87.78776333
102,2011-09-07,41.97839833,-87.78777333
103,2011-09-07,41.97799,-87.78776
104,2011-09-07,41.977495,-87.78777833
105,2011-09-07,41.97537333,-87.78783667
106,2011-09-07,41.97482333,-87.78784167
107,2011-09-07,41.97428333,-87.78786667
108,2011-09-07,41.97381,-87.78788
109,2011-09-07,41.97335333,-87.78788
110,2011-09-07,41.972905,-87.78789333
111,2011-09-07,41.97244667,-87.78789333
112,2011-09-07,41.97191833,-87.78792167
113,2011-09-07,41.97138333,-87.78792833
114,2011-09-07,41.97089833,-87.78792
115,2011-09-07,41.9704,-87.78794667
116,2011-09-07,41.96987,-87.78796167
117,2011-09-07,41.96934,-87.78797833
118,2011-09-07,41.96855333,-87.788695
119,2011-09-07,41.96855667,-87.78910833
120,2011-09-07,41.96876333,-87.78914833
121,2011-09-07,41.96886667,-87.789165
122,2011-09-07,41.969145,-87.78917667
123,2011-09-07,41.96942167,-87.78920167
124,2011-09-07,41.96969167,-87.78920333
125,2011-09-07,41.97025333,-87.78924667
126,2011-09-07,41.97064833,-87.78924333
127,2011-09-07,41.97099667,-87.78923333
128,2011-09-07,41.97138333,-87.789225
129,2011-09-07,41.97171,-87.78922667
130,2011-09-07,41.972065,-87.78924833
131,2011-09-07,41.972455,-87.78924333
132,2011-09-07,41.97281,-87.78924667
133,2011-09-07,41.97314667,-87.78923667
134,2011-09-07,41.97341833,-87.78921833
135,2011-09-07,41.97410167,-87.78922833
136,2011-09-07,41.97458667,-87.78921667
137,2011-09-07,41.97494833,-87.78920833
138,2011-09-07,41.97546667,-87.78917333
139,2011-09-07,41.97595333,-87.78916
140,2011-09-07,41.97642833,-87.78913833
141,2011-09-07,41.97680667,-87.78914833
142,2011-09-07,41.97719667,-87.78914
143,2011-09-07,41.97752833,-87.78915667
144,2011-09-07,41.97795833,-87.78915167
145,2011-09-07,41.97835,-87.78916333
146,2011-09-07,41.978745,-87.78914333
147,2011-09-07,41.97916,-87.78913167
148,2011-09-07,41.9799,-87.789125
149,2011-09-07,41.98041333,-87.78911833
150,2011-09-07,41.980715,-87.78970167
151,2011-09-07,41.98075167,-87.79012
152,2011-09-07,41.980585,-87.79022667
153,2011-09-07,41.98025167,-87.79021333
154,2011-09-07,41.97995,-87.79021833
155,2011-09-07,41.97959667,-87.79020833
156,2011-09-07,41.97931167,-87.790195
157,2011-09-07,41.979005,-87.79020333
158,2011-09-07,41.97863667,-87.79020167
159,2011-09-07,41.97833167,-87.79019833
160,2011-09-07,41.97771,-87.790205
161,2011-09-07,41.97734333,-87.79021333
162,2011-09-07,41.97710667,-87.79023667
163,2011-09-07,41.97670667,-87.79022333
164,2011-09-07,41.97629833,-87.79024
165,2011-09-07,41.975905,-87.79025167
166,2011-09-07,41.97558833,-87.79024167
167,2011-09-07,41.97526,-87.790225
168,2011-09-07,41.97480333,-87.79024667
169,2011-09-07,41.97428,-87.79024333
170,2011-09-07,41.973785,-87.790255
171,2011-09-07,41.973175,-87.79026833
172,2011-09-07,41.972635,-87.79028
173,2011-09-07,41.97225833,-87.79029667
174,2011-09-07,41.97170333,-87.79031333
175,2011-09-07,41.97111,-87.79032167
176,2011-09-07,41.97061667,-87.79034
177,2011-09-07,41.970415,-87.79048833
178,2011-09-07,41.97089833,-87.79150667
179,2011-09-07,41.971325,-87.79150333
180,2011-09-07,41.97179333,-87.791505
181,2011-09-07,41.97223167,-87.79152167
182,2011-09-07,41.97272333,-87.791525
183,2011-09-07,41.97323833,-87.79152833
184,2011-09-07,41.973685,-87.79153333
185,2011-09-07,41.97424333,-87.791545
186,2011-09-07,41.97473167,-87.79154
187,2011-09-07,41.97523167,-87.791545
188,2011-09-07,41.97568333,-87.79157667
189,2011-09-07,41.976125,-87.79159667
190,2011-09-07,41.97661,-87.79159
191,2011-09-07,41.97706167,-87.791575
192,2011-09-07,41.97745167,-87.79156167
193,2011-09-07,41.97793667,-87.79154667
194,2011-09-07,41.97843333,-87.79153667
195,2011-09-07,41.97887,-87.79152833
196,2011-09-07,41.978985,-87.79125
197,2011-09-07,41.97900333,-87.79073833
198,2011-09-07,41.97920833,-87.79035
199,2011-09-07,41.97969833,-87.79034167
200,2011-09-07,41.98018833,-87.790335
201,2011-09-07,41.98065667,-87.79032833
202,2011-09-07,41.980805,-87.79074167
203,2011-09-07,41.98082167,-87.791435
204,2011-09-07,41.98084167,-87.79205833
205,2011-09-07,41.980405,-87.79262833
206,2011-09-07,41.97766167,-87.79268167
207,2011-09-07,41.9771,-87.79268
208,2011-09-07,41.97654667,-87.79268833
209,2011-09-07,41.97599667,-87.79270833
210,2011-09-07,41.97558667,-87.79271
211,2011-09-07,41.97513167,-87.79270167
212,2011-09-07,41.97471167,-87.792675
213,2011-09-07,41.97419,-87.79271
214,2011-09-07,41.9737,-87.792705
215,2011-09-07,41.97314833,-87.79272
216,2011-09-07,41.97262833,-87.79273333
217,2011-09-07,41.97220333,-87.79274
218,2011-09-07,41.97169167,-87.79276
219,2011-09-07,41.97112333,-87.79276667
220,2011-09-07,41.970625,-87.79278167
221,2011-09-07,41.97012667,-87.7928
222,2011-09-07,41.969605,-87.79279167
223,2011-09-07,41.969055,-87.79281
224,2011-09-07,41.968615,-87.79304667
225,2011-09-07,41.96859,-87.79384667
226,2011-09-07,41.96878167,-87.79401667
227,2011-09-07,41.96923833,-87.79403
228,2011-09-07,41.96972167,-87.79401667
229,2011-09-07,41.97017167,-87.794005
230,2011-09-07,41.970575,-87.794015
231,2011-09-07,41.971,-87.79401833
232,2011-09-07,41.971445,-87.79401
233,2011-09-07,41.971885,-87.79400333
234,2011-09-07,41.97244167,-87.79401
235,2011-09-07,41.97304333,-87.79398833
236,2011-09-07,41.97410167,-87.79397333
237,2011-09-07,41.97469,-87.79396
238,2011-09-07,41.97515167,-87.79395333
239,2011-09-07,41.975585,-87.79395167
240,2011-09-07,41.97613,-87.79394333
241,2011-09-07,41.97662,-87.79392667
242,2011-09-07,41.97707,-87.79391667
243,2011-09-07,41.97766333,-87.79391167
244,2011-09-07,41.97813667,-87.79390167
245,2011-09-07,41.97871667,-87.79391167
246,2011-09-07,41.979255,-87.79390167
247,2011-09-07,41.97979833,-87.79389833
248,2011-09-07,41.97803,-87.79508167
249,2011-09-07,41.97752167,-87.79509333
250,2011-09-07,41.97702833,-87.79510667
251,2011-09-07,41.976615,-87.79511333
252,2011-09-07,41.97628667,-87.79512167
253,2011-09-07,41.97585,-87.79514167
254,2011-09-07,41.97550667,-87.79513
255,2011-09-07,41.97506333,-87.79510333
256,2011-09-07,41.97452667,-87.795105
257,2011-09-07,41.97403833,-87.79510333
258,2011-09-07,41.97354,-87.79512
259,2011-09-07,41.97299167,-87.79513167
260,2011-09-07,41.972425,-87.79514667
261,2011-09-07,41.97185833,-87.79515833
262,2011-09-07,41.97137,-87.79517167
263,2011-09-07,41.97085,-87.79518333
264,2011-09-07,41.97038,-87.79518167
265,2011-09-07,41.969785,-87.795195
266,2011-09-07,41.96921167,-87.79520333
267,2011-09-07,41.968615,-87.79526833
268,2011-09-07,41.96858,-87.796065
269,2011-09-07,41.96876167,-87.79645
270,2011-09-07,41.96927833,-87.79644333
271,2011-09-07,41.96977833,-87.79644333
272,2011-09-07,41.97018667,-87.79644667
273,2011-09-07,41.97072,-87.79645333
274,2011-09-07,41.97131667,-87.79644
275,2011-09-07,41.97179167,-87.796445
276,2011-09-07,41.97196833,-87.79724667
277,2011-09-07,41.97201,-87.79759667
278,2011-09-07,41.9725,-87.79760833
279,2011-09-07,41.97295833,-87.79760833
280,2011-09-07,41.97349667,-87.79761333
281,2011-09-07,41.974035,-87.79760833
282,2011-09-07,41.97465833,-87.79761167
283,2011-09-07,41.97519833,-87.79760333
284,2011-09-07,41.97564833,-87.79760167
285,2011-09-07,41.97623833,-87.79759
286,2011-09-07,41.97684667,-87.79759833
287,2011-09-07,41.97818,-87.79757
288,2011-09-07,41.97866333,-87.79759
289,2011-09-07,41.97911167,-87.79769667
290,2011-09-07,41.97972,-87.79768167
291,2011-09-07,41.98029333,-87.79769167
292,2011-09-07,41.98088833,-87.79768167
293,2011-09-07,41.98122333,-87.79768
294,2011-09-07,41.98160333,-87.79846667
295,2011-09-07,41.98154,-87.79883833
296,2011-09-07,41.98109667,-87.79885167
297,2011-09-07,41.980555,-87.79885
298,2011-09-07,41.980025,-87.79885167
299,2011-09-07,41.97951333,-87.79886667
300,2011-09-07,41.97917,-87.79877167
301,2011-09-07,41.97865833,-87.79876333
302,2011-09-07,41.97814667,-87.79877333
303,2011-09-07,41.97762,-87.798775
304,2011-09-07,41.97714,-87.79877667
305,2011-09-07,41.97651,-87.798775
306,2011-09-07,41.97591667,-87.79877333
307,2011-09-07,41.97537167,-87.798775
308,2011-09-07,41.97484167,-87.79879
309,2011-09-07,41.974265,-87.798805
310,2011-09-07,41.97377,-87.79879667
311,2011-09-07,41.973175,-87.798805
312,2011-09-07,41.97295333,-87.79896667
313,2011-09-07,41.97262167,-87.79904833
314,2011-09-07,41.97211,-87.798975
315,2011-09-07,41.97163833,-87.79881333
316,2011-09-07,41.97103,-87.79883833
317,2011-09-07,41.97047833,-87.79883667
318,2011-09-07,41.96999833,-87.79882167
319,2011-09-07,41.96944167,-87.79884833
320,2011-09-07,41.968855,-87.79886667
321,2011-09-07,41.96853833,-87.799545
322,2011-09-07,41.96863667,-87.80009667
323,2011-09-07,41.969055,-87.80007167
324,2011-09-07,41.96952833,-87.80007167
325,2011-09-07,41.96998,-87.80006
326,2011-09-07,41.97032,-87.80004
327,2011-09-07,41.97085,-87.800045
328,2011-09-07,41.97137833,-87.80003833
329,2011-09-07,41.97191,-87.80003333
330,2011-09-07,41.97251167,-87.80003
331,2011-09-07,41.97311167,-87.80001833
332,2011-09-07,41.97357,-87.80000167
333,2011-09-07,41.97402,-87.79999833
334,2011-09-07,41.97469,-87.79999667
335,2011-09-07,41.97526167,-87.79997667
336,2011-09-07,41.97546667,-87.80014333
337,2011-09-07,41.97547333,-87.80089167
338,2011-09-07,41.97525333,-87.80118167
339,2011-09-07,41.974815,-87.801195
340,2011-09-07,41.97432833,-87.80118833
341,2011-09-07,41.97395333,-87.80120833
342,2011-09-07,41.97354,-87.801205
343,2011-09-07,41.97298167,-87.801215
344,2011-09-07,41.97245167,-87.80122333
345,2011-09-07,41.97197167,-87.80124
346,2011-09-07,41.97139,-87.80124167
347,2011-09-07,41.970755,-87.80125833
348,2011-09-07,41.97014167,-87.80127167
349,2011-09-07,41.96965167,-87.80127
350,2011-09-07,41.96911833,-87.801305
351,2011-09-07,41.96860333,-87.80133167
352,2011-09-07,41.96844167,-87.80171333
353,2011-09-07,41.968435,-87.80244667
354,2011-09-07,41.968825,-87.80252333
355,2011-09-07,41.969365,-87.80249667
356,2011-09-07,41.96985667,-87.80248
357,2011-09-07,41.97067333,-87.80246
358,2011-09-07,41.97117167,-87.80244667
359,2011-09-07,41.97167833,-87.80246
360,2011-09-07,41.972155,-87.802465
361,2011-09-07,41.97268667,-87.80245667
362,2011-09-07,41.973255,-87.80245333
363,2011-09-07,41.97379333,-87.80244167
364,2011-09-07,41.97433167,-87.80242833
365,2011-09-07,41.97478833,-87.80243833
366,2011-09-07,41.97522167,-87.80243167
367,2011-09-07,41.97542,-87.80243333
368,2011-09-07,41.97589833,-87.80243667
369,2011-09-07,41.97638667,-87.80243
370,2011-09-07,41.97692667,-87.80242
371,2011-09-07,41.97742333,-87.80242167
372,2011-09-07,41.97795,-87.80240667
373,2011-09-07,41.97845167,-87.80238333
374,2011-09-07,41.97902333,-87.80236833
375,2011-09-07,41.979645,-87.80236833
376,2011-09-07,41.98099167,-87.80235167
377,2011-09-07,41.98148333,-87.802335
378,2011-09-07,41.98172667,-87.802965
379,2011-09-07,41.98171333,-87.80344833
380,2011-09-07,41.98133167,-87.803485
381,2011-09-07,41.98090333,-87.80352
382,2011-09-07,41.98043833,-87.80351833
383,2011-09-07,41.98013333,-87.80353167
384,2011-09-07,41.97966,-87.80355833
385,2011-09-07,41.97925167,-87.80356167
386,2011-09-07,41.97879167,-87.80355333
387,2011-09-07,41.97826333,-87.803565
388,2011-09-07,41.97789833,-87.80362833
389,2011-09-07,41.97787333,-87.80428333
390,2011-09-07,41.97852167,-87.80467333
391,2011-09-07,41.97909667,-87.80465833
392,2011-09-07,41.97973,-87.80466
393,2011-09-07,41.98032667,-87.804655
394,2011-09-07,41.98062333,-87.80464833
395,2011-09-07,41.98123833,-87.804645
396,2011-09-07,41.97908167,-87.80386
397,2011-09-07,41.97912833,-87.80457167
398,2011-09-07,41.97868833,-87.80470667
399,2011-09-07,41.97813833,-87.80471833
400,2011-09-07,41.97765333,-87.80473167
401,2011-09-07,41.97720667,-87.804725
402,2011-09-07,41.97676833,-87.80473
403,2011-09-07,41.97619,-87.80475167
404,2011-09-07,41.97513667,-87.80476167
405,2011-09-07,41.97475333,-87.80476667
406,2011-09-07,41.97429833,-87.80477833
407,2011-09-07,41.97394333,-87.80477167
408,2011-09-07,41.97382,-87.80434
409,2011-09-07,41.97382,-87.80394333
410,2011-09-07,41.97379333,-87.80367333
411,2011-09-07,41.97380833,-87.80297833
412,2011-09-07,41.97381,-87.80238333
413,2011-09-07,41.97382167,-87.801585
414,2011-09-07,41.97383167,-87.80075
415,2011-09-07,41.973835,-87.79992167
416,2011-09-07,41.97384667,-87.799155
417,2011-09-07,41.97385167,-87.79678333
418,2011-09-07,41.97386833,-87.795155
419,2011-09-07,41.97388833,-87.79440667
420,2011-09-07,41.97389667,-87.79347
421,2011-09-07,41.97389333,-87.792565
422,2011-09-07,41.97388833,-87.79095167
423,2011-09-07,41.97389,-87.79001667
424,2011-09-07,41.97390333,-87.78914
425,2011-09-07,41.97389,-87.78853167
426,2011-09-07,41.97213833,-87.78829667
427,2011-09-07,41.97206833,-87.788915
428,2011-09-07,41.97205,-87.78948167
429,2011-09-07,41.972035,-87.79024333
430,2011-09-07,41.97203,-87.790975
431,2011-09-07,41.97202,-87.79181667
432,2011-09-07,41.972,-87.79266333
433,2011-09-07,41.97197167,-87.79346
434,2011-09-07,41.97197833,-87.79421833
435,2011-09-07,41.97197333,-87.79504333
436,2011-09-07,41.97195667,-87.79585333
437,2011-09-07,41.97195667,-87.79672833
438,2011-09-07,41.971955,-87.79747833
439,2011-09-07,41.97195667,-87.79833833
440,2011-09-07,41.97193667,-87.799145
441,2011-09-07,41.97192667,-87.79989167
442,2011-09-07,41.97189167,-87.80073333
443,2011-09-07,41.97189,-87.80157333
444,2011-09-07,41.971895,-87.80239
445,2011-09-07,41.97188333,-87.80324333
446,2011-09-07,41.97187,-87.80408167
447,2011-09-07,41.97186167,-87.80491333
448,2011-09-07,41.97186167,-87.80573667
449,2011-09-07,41.97186167,-87.80652
450,2011-09-07,41.97016167,-87.80659167
451,2011-09-07,41.97016333,-87.80604833
452,2011-09-07,41.970165,-87.80531167
453,2011-09-07,41.97015833,-87.804705
454,2011-09-07,41.97016333,-87.803965
455,2011-09-07,41.97017833,-87.80319667
456,2011-09-07,41.97018167,-87.80238667
457,2011-09-07,41.97019333,-87.80157333
458,2011-09-07,41.97019333,-87.80080333
459,2011-09-07,41.97018833,-87.800025
460,2011-09-07,41.97019833,-87.799135
461,2011-09-07,41.97020167,-87.798375
462,2011-09-07,41.97023833,-87.79787667
463,2011-09-07,41.97023833,-87.79722167
464,2011-09-07,41.970305,-87.79677167
465,2011-09-07,41.97029833,-87.79618667
466,2011-09-07,41.970305,-87.79563667
467,2011-09-07,41.97032167,-87.79493333
468,2011-09-07,41.97028833,-87.794435
469,2011-09-07,41.97029167,-87.793615
470,2011-09-07,41.97029,-87.79285333
471,2011-09-07,41.97030167,-87.79209
472,2011-09-07,41.97030333,-87.79138333
473,2011-09-07,41.97032,-87.79063
474,2011-09-07,41.97032667,-87.79008167
475,2011-09-07,41.97035167,-87.78949333
476,2011-09-07,41.98276667,-87.78819167
477,2011-09-07,41.98272667,-87.78873667
478,2011-09-07,41.98274333,-87.789485
479,2011-09-07,41.98274167,-87.79027667
480,2011-09-07,41.98275333,-87.791015
481,2011-09-07,41.982755,-87.791695
482,2011-09-07,41.98277,-87.79245667
483,2011-09-07,41.98337,-87.79284167
484,2011-09-07,41.98391667,-87.79308833
485,2011-09-07,41.98391667,-87.79308833
486,2011-09-07,41.98498833,-87.79356333
487,2011-09-07,41.985455,-87.79379667
488,2011-09-07,41.985865,-87.79398
489,2011-09-07,41.98646,-87.794225
490,2011-09-07,41.98646,-87.794225
491,2011-09-07,41.98646,-87.794225
492,2011-09-07,41.98646,-87.794225
493,2011-09-07,41.98646,-87.794225
494,2011-09-07,41.98646,-87.794225
495,2011-09-07,41.98646,-87.794225
496,2011-09-07,41.98646,-87.794225
497,2011-09-07,41.98646,-87.794225
498,2011-09-07,41.98646,-87.794225
499,2011-09-07,41.98646,-87.794225
500,2011-09-07,41.98646,-87.794225
501,2011-09-07,41.98646,-87.794225
502,2011-09-07,41.98646,-87.794225
503,2011-09-07,41.98646,-87.794225
504,2011-09-07,41.98646,-87.794225
505,2011-09-07,41.98646,-87.794225
506,2011-09-07,41.98646,-87.794225
507,2011-09-07,41.98646,-87.794225
508,2011-09-07,41.98646,-87.794225
509,2011-09-07,41.98646,-87.794225
510,2011-09-07,41.98646,-87.794225
511,2011-09-07,41.98646,-87.794225
512,2011-09-07,41.98646,-87.794225
513,2011-09-07,41.98646,-87.794225
514,2011-09-07,41.98646,-87.794225
515,2011-09-07,41.98646,-87.794225
516,2011-09-07,41.98646,-87.794225
517,2011-09-07,41.98646,-87.794225
518,2011-09-07,41.98646,-87.794225
519,2011-09-07,41.98646,-87.794225
520,2011-09-07,41.98646,-87.794225
521,2011-09-07,41.98646,-87.794225
522,2011-09-07,41.98646,-87.794225
523,2011-09-07,41.98646,-87.794225
524,2011-09-07,41.98646,-87.794225
525,2011-09-07,41.98646,-87.794225
526,2011-09-07,41.98646,-87.794225
527,2011-09-07,41.98646,-87.794225
528,2011-09-07,41.98646,-87.794225
529,2011-09-07,41.98646,-87.794225
530,2011-09-07,41.98646,-87.794225
531,2011-09-07,41.98646,-87.794225
532,2011-09-07,41.98646,-87.794225
533,2011-09-07,41.98646,-87.794225
534,2011-09-07,41.98646,-87.794225
535,2011-09-07,41.98646,-87.794225
536,2011-09-07,41.98646,-87.794225
537,2011-09-07,41.98646,-87.794225
538,2011-09-07,41.98646,-87.794225
539,2011-09-07,41.98646,-87.794225
540,2011-09-07,41.98646,-87.794225
541,2011-09-07,41.98646,-87.794225
542,2011-09-07,41.98646,-87.794225
543,2011-09-07,41.98646,-87.794225
544,2011-09-07,41.98646,-87.794225
545,2011-09-07,41.98646,-87.794225
546,2011-09-07,41.98646,-87.794225
547,2011-09-07,41.98646,-87.794225
548,2011-09-07,41.98646,-87.794225
549,2011-09-07,41.98646,-87.794225
550,2011-09-07,41.98646,-87.794225
551,2011-09-07,41.98646,-87.794225
552,2011-09-07,41.98646,-87.794225
553,2011-09-07,41.98646,-87.794225
554,2011-09-07,41.98646,-87.794225
555,2011-09-07,41.98646,-87.794225
556,2011-09-07,41.98646,-87.794225
557,2011-09-07,41.98646,-87.794225
558,2011-09-07,41.98646,-87.794225
559,2011-09-07,41.98646,-87.794225
560,2011-09-07,41.98646,-87.794225
561,2011-09-07,41.98646,-87.794225
562,2011-09-07,41.98646,-87.794225
563,2011-09-07,41.98646,-87.794225
564,2011-09-07,41.98646,-87.794225
565,2011-09-07,41.98646,-87.794225
566,2011-09-07,41.98646,-87.794225
567,2011-09-07,41.98646,-87.794225
568,2011-09-07,41.98646,-87.794225
569,2011-09-07,41.98646,-87.794225
570,2011-09-07,41.98646,-87.794225
571,2011-09-07,41.98646,-87.794225
572,2011-09-07,41.98646,-87.794225
573,2011-09-07,41.98646,-87.794225
574,2011-09-07,41.98646,-87.794225
575,2011-09-07,41.98646,-87.794225
576,2011-09-07,41.98646,-87.794225
577,2011-09-07,41.98646,-87.794225
578,2011-09-07,41.98646,-87.794225
579,2011-09-07,41.98646,-87.794225
580,2011-09-07,41.98646,-87.794225
581,2011-09-07,41.98646,-87.794225
582,2011-09-07,41.98646,-87.794225
583,2011-09-07,41.98646,-87.794225
584,2011-09-07,41.98646,-87.794225
585,2011-09-07,41.98646,-87.794225
586,2011-09-07,41.98646,-87.794225
587,2011-09-07,41.98646,-87.794225
588,2011-09-07,41.98646,-87.794225
589,2011-09-07,41.98646,-87.794225
590,2011-09-07,41.98646,-87.794225
591,2011-09-07,41.98646,-87.794225
592,2011-09-07,41.98646,-87.794225
593,2011-09-07,41.98646,-87.794225
594,2011-09-07,41.98646,-87.794225
595,2011-09-07,41.98646,-87.794225
596,2011-09-07,41.98646,-87.794225
597,2011-09-07,41.98646,-87.794225
598,2011-09-07,41.98646,-87.794225
599,2011-09-07,41.98646,-87.794225
600,2011-09-07,41.98646,-87.794225
601,2011-09-07,41.98646,-87.794225
602,2011-09-07,41.98646,-87.794225
603,2011-09-07,41.98646,-87.794225
604,2011-09-07,41.98646,-87.794225
605,2011-09-07,41.98646,-87.794225
606,2011-09-07,41.98646,-87.794225
607,2011-09-07,41.98646,-87.794225
608,2011-09-07,41.98646,-87.794225
609,2011-09-07,41.98646,-87.794225
610,2011-09-07,41.98646,-87.794225
611,2011-09-07,41.98646,-87.794225
612,2011-09-07,41.98646,-87.794225
613,2011-09-07,41.98646,-87.794225
614,2011-09-07,41.98646,-87.794225
615,2011-09-07,41.98646,-87.794225
616,2011-09-07,41.98646,-87.794225
617,2011-09-07,41.98646,-87.794225
618,2011-09-07,41.98646,-87.794225
619,2011-09-07,41.98646,-87.794225
620,2011-09-07,41.98646,-87.794225
621,2011-09-07,41.98646,-87.794225
622,2011-09-07,41.98646,-87.794225
623,2011-09-07,41.98646,-87.794225
624,2011-09-07,41.98646,-87.794225
625,2011-09-07,41.98646,-87.794225
626,2011-09-07,41.98646,-87.794225
627,2011-09-07,41.98646,-87.794225
628,2011-09-07,41.98646,-87.794225
629,2011-09-07,41.98646,-87.794225
630,2011-09-07,41.98646,-87.794225
631,2011-09-07,41.98646,-87.794225
632,2011-09-07,41.98646,-87.794225
633,2011-09-07,41.98646,-87.794225
634,2011-09-07,41.98646,-87.794225
635,2011-09-07,41.98646,-87.794225
636,2011-09-07,41.98646,-87.794225
637,2011-09-07,41.98646,-87.794225
638,2011-09-07,41.98646,-87.794225
639,2011-09-07,41.98646,-87.794225
640,2011-09-07,41.98646,-87.794225
641,2011-09-07,41.98646,-87.794225
642,2011-09-07,41.98646,-87.794225
643,2011-09-07,41.98646,-87.794225
644,2011-09-07,41.98646,-87.794225
645,2011-09-07,41.98646,-87.794225
646,2011-09-07,41.98646,-87.794225
647,2011-09-07,41.98646,-87.794225
648,2011-09-07,41.98646,-87.794225
649,2011-09-07,41.98646,-87.794225
650,2011-09-07,41.98646,-87.794225
651,2011-09-07,41.98646,-87.794225
652,2011-09-07,41.98646,-87.794225
653,2011-09-07,41.98646,-87.794225
654,2011-09-07,41.98646,-87.794225
655,2011-09-07,41.98646,-87.794225
656,2011-09-07,41.98646,-87.794225
657,2011-09-07,41.98646,-87.794225
658,2011-09-07,41.98646,-87.794225
659,2011-09-07,41.98646,-87.794225
660,2011-09-07,41.98646,-87.794225
661,2011-09-07,41.98646,-87.794225
662,2011-09-07,41.98646,-87.794225
663,2011-09-07,41.98646,-87.794225
664,2011-09-07,41.98646,-87.794225
