resource_state,athlete,name,distance,moving_time,elapsed_time,total_elevation_gain,type,sport_type,id,start_date,start_date_local,timezone,utc_offset,location_city,location_state,location_country,achievement_count,kudos_count,comment_count,athlete_count,photo_count,map,trainer,commute,manual,private,visibility,flagged,gear_id,start_latlng,end_latlng,average_speed,max_speed,has_heartrate,average_heartrate,max_heartrate,heartrate_opt_out,display_hide_heartrate_option,elev_high,elev_low,upload_id,upload_id_str,external_id,from_accepted_tag,pr_count,total_photo_count,has_kudoed,average_temp,average_cadence,workout_type
2,"{'id': 27603002, 'resource_state': 1}",PA: Sunset Paddle,5705.1,6362,8388,27.0,Kayaking,Kayaking,10084294865,2023-10-22T10:48:36Z,2023-10-22T18:48:36Z,(GMT+08:00) Asia/Singapore,28800.0,,,,0,11,0,2,0,"{'id': 'a10084294865', 'summary_polyline': '{}{F}g}xRBLIHG@@@ABACJHR@TFDIDFKSl@JJHZBJFVNEFAKCCGBABL@GJHEZCAADL@?@BDOAC?NCJME@CAJBD@CCEIPGBG?AG?DTa@ACAB?EKNAE@HD@?DJNGa@CH?r@RU@B?FEJAAAB@TC@KK?KE@Bk@EBEE?B@?@FBIBLCFDAAO@A@BCD?CDHBGF@BAKD?BC@GMD@?J@AGAAEBC?@BE?EFKAAS`@@H@AC@PWGA@BEEAKCBNACHAAAP@ICDCAB@AKED@BD@bAM@CHFJAPOD?BDE?B?B@IL?EM??DCCE?LFBLPEB?FGDDFGE@ECFBP@ABB@@BPAHGL@VGT?BCN?hBITEP@z@IF@JEJ?LF@EBDHIF?@BVId@@NC^QLAFEb@FT?h@HBAE@JDJEFDAHHFFACAFD`AKz@F`@CZHLI?BF@`@S`@Kp@G@CVHL?JDDFFBABDGKF@JGADFt@r@LHJBDFN?T`@HR^|An@xECv@CBCJBFE?CR@`@IlAAzAGVMxAKVDb@Gl@@f@Bn@VpB@TCPDXCNDn@Pt@D`@B~@ARIZJVRNDPPdDDlBTpAHHC@CBDB@DPJVHhAPj@ZNDn@b@T@LBL??DNFPATD@BHCF@LNRB@FF?@E?@DHVFZB|@?b@D`@ETKDKPUXMHGBUCIDOAK@CD@@IBCI@@EJECQWISAmASMGa@IMEEKKII?GBICKKK@UAKEGFDFKLKGCGYQCGUIYGS?QKG?GFADOYC?IKAIEBWGCDKEDAC@a@e@c@W]c@Og@cAaCQu@Ce@Ik@I[Cs@DM?K?ICCJg@CACG?CBABm@KUG[MiBCcABG?@GKAM@QGGJ]EAB@CYC?DGDi@AUCUGS?IHQ@@BK@m@FM@e@FQD_@AMCGBKBC?OBUAm@GO?a@C?D[Ac@OmAMi@GM?OSy@i@mAOUm@q@MSEQQSQa@QOSIM?GAWDEDi@EWF[@a@AS@SA?BGCK@a@E@BUHQACBOCE?GF@AG?MFCCY?eBL[?yAJcBFuARgDV_ARm@@OBMA]DCGGE@YCESd@c@b@@DI@GEGANMKG?CG@AC@@C??BKECCAEI@GEAEC@KCE@IC?BG?GI?@Ug@BIE@CMFEN?@G', 'resource_state': 2}",False,False,False,False,everyone,False,,"[1.2951858434826136, 103.8657577894628]","[1.2951020244508982, 103.8660947419703]",0.897,4.159,True,81.8,117.0,False,True,97.6,80.4,10803095766,10803095766,garmin_ping_300831799787,False,0,1,False,32.0,,
2,"{'id': 27603002, 'resource_state': 1}",Morning Kayaking,8731.3,5942,6837,59.0,Kayaking,Kayaking,10081473775,2023-10-22T02:12:09Z,2023-10-22T10:12:09Z,(GMT+08:00) Asia/Singapore,28800.0,,,,0,7,0,2,0,"{'id': 'a10081473775', 'summary_polyline': 'ge~Fe`~xRDEA?FHCFC@@DG@]QCA?B\\j@d@f@pA`AZP^Jr@Lj@?j@Eh@QfBcApB_BRYDW?MAIKSQMCQ@GNOJGX?XQR]DKAOFE?KFGt@WHCL@PAb@MRIhA}@v@e@b@]~@}@p@w@vAcA`C}A|AkB|@uBV}@RYDU@]NkAFaB?uAK}@GkAMg@JKHAF@BJJN?b@BHIx@?f@In@?h@Gb@Ab@Gt@A|@ANUp@IbBK`@CTg@|AGh@Ql@BRENGdACjD@d@RdCAv@BZH`@Fp@Jx@FbA\\jCDfA?f@HVAFDJAPLVC@@RFRL|@b@tA`@p@RPf@Zr@X^Hd@RH@NCJGJDLJHBHABDAAGBFLrAH`ALh@BnBZ^@p@FHCBDN?lAGvBD~AOfAS^K\\EL@PHDNTNKHMAGFE?ACCFEBCAADOBCFMAQH?ADACBRC|@MrBa@rCq@zEuAjE{AnCkAbAi@jBm@`Bs@ZKvDgBpAg@rCw@ZONQR_@DQ?MEMMSICOAUDIFm@PM@MHg@Jk@DY?c@IIEGMi@RUVGRCv@O\\QBSJu@V{@P_@NkAXqCv@iFbBQB_Cp@UD_EpAgLjDCFqD`@Y?_APk@@OC_BASBc@A}ALm@O[Q}A[yAo@mAe@MMs@iASmAImA@MQs@Is@G_@OuAOe@m@iAGa@AiBHmDCw@BwAE{AByAGwADe@F[?IACEBBF[XCNMRcCbBc@b@W\\u@f@i@h@WH?BSLQZw@r@_@VyB|Bw@j@eAfAUL]b@{@z@SN{@b@e@^aB\\MD[@a@GmEwBs@W_@Wy@}@GKOEs@_@eAs@iAq@aAYCEBEDC@@A?NX@JF@BJTHLNdEfCT@JGVc@', 'resource_state': 2}",False,False,False,False,everyone,False,,"[1.306604091078043, 103.86963240802288]","[1.3066218607127666, 103.86969158425927]",1.469,3.828,True,107.9,151.0,False,True,81.6,68.0,10800156763,10800156763,garmin_ping_300766567803,False,0,0,False,35.0,,
2,"{'id': 27603002, 'resource_state': 1}",Afternoon Weight Training,0.0,4205,4205,0.0,WeightTraining,WeightTraining,10076595586,2023-10-21T08:46:05Z,2023-10-21T16:46:05Z,(GMT+08:00) Asia/Brunei,28800.0,,,,0,3,0,1,0,"{'id': 'a10076595586', 'summary_polyline': '', 'resource_state': 2}",True,False,False,False,everyone,False,,[],[],0.0,0.0,True,114.8,141.0,False,True,0.0,0.0,10795072671,10795072671,8EF326F3-5D38-49ED-B166-D014CCA85D7D.fit,False,0,0,False,,,
2,"{'id': 27603002, 'resource_state': 1}",Morning Kayaking,8908.2,6295,7061,38.0,Kayaking,Kayaking,10075431882,2023-10-21T02:06:52Z,2023-10-21T10:06:52Z,(GMT+08:00) Asia/Singapore,28800.0,,,,0,9,0,1,0,"{'id': 'a10075431882', 'summary_polyline': 'g~}F{x}xRHHNFB?HBHHV@LDx@Ab@Kl@WHDL\\BG]c@DE`@UNEVUH?PI@GBBEFFCjBkAfAaA^a@dCuB|AiBl@e@l@s@\\YpAu@hA_Av@g@d@a@l@YXQT[Te@HMZiBJaATm@j@mA?OCIGEM?QDGFa@~@Eb@IN]f@IBEHWh@ARDZ?h@qAtG[v@i@xBc@vAs@xAw@rBUP}@LQCg@?WGIBCAHAPDCAM@UMSAAEk@C?CK?}@No@FU?}A^G?GEQLQDa@TM@QJCFB@C?ZKFGPGHIZ@FBACh@MDAAEDAf@AJEXCl@TJ@BCxAx@ZN`@ZLPrA|@x@p@f@ZfAnAf@`@^^PHFJb@b@XRl@Tt@b@h@`@RZTPFH\\PLNNHDCx@ZtBf@pATX@TFN@rAR^BpA?RIDIEQe@QAFEAC@MIMCK@A@E?g@MOAWIa@Ey@?a@GOMc@Mi@e@QGOCIEOUy@Sk@UQM[Qk@Qw@]gA{@w@QkBy@y@m@IQEUHiBL}@d@kBt@wBb@eBb@cCZoANmAJk@^wA\\{@Be@AOCIIGCSJSI?CFKAMFa@\\mBlBk@r@[f@WZ_@Zc@b@s@x@}BtBy@f@uAhAYV]b@_Ap@C?CJOPSJ]ZeA`@y@d@YDU?OJNKCEED@HCDD?GMB@FKMLSJGLAFEBCGVGDECB@@CCZURI\\e@NAMPGBLKJCD@HE@E?H?EzDgD^e@rDiD^c@`Ay@z@}@~AwA`@e@NGf@Cb@J@PIPIHICy@l@?@DII@g@Zi@j@s@j@_AbAq@d@_A~@c@Zu@v@q@b@kAlAm@`@{A~Ak@d@e@P?DFBDHCB@HGIE@BIICUCCJ\\AHEQHGMBAGEBAAF?@?E@?@FCAAIBCCGEFNLJOF@CRBD?LCIMKCFDCFFFa@BDA?DEM?GBe@Z]Ne@?BKVAz@YC?AFECM??EFB?@BCCERLHCD@C?CDAREU@KVBXMMANKXo@D?tAgAvAmAtA{AjC_C~C_DNMNIx@Uj@YLMBK@KEG@GEOGFO\\Qn@oBbBUXIPaAt@GJKBiAdAm@b@gAjAg@b@gArAcA`A{@j@e@Vk@TJGMBMEMDF?O@EDMCSBk@Ci@Ii@Su@[gAm@}@Ye@_@WYCW?OCA', 'resource_state': 2}",False,False,False,False,everyone,False,,"[1.305485274642706, 103.86846522800624]","[1.3066853117197752, 103.86964632198215]",1.415,4.856,True,122.3,159.0,False,True,74.0,53.2,10793861061,10793861061,garmin_ping_300600514721,False,0,0,False,34.0,,
2,"{'id': 27603002, 'resource_state': 1}",BFT: Cardio U,0.0,3666,3666,0.0,Workout,HighIntensityIntervalTraining,10074885866,2023-10-20T23:05:08Z,2023-10-21T07:05:08Z,(GMT+08:00) Asia/Brunei,28800.0,,,,0,3,0,1,0,"{'id': 'a10074885866', 'summary_polyline': '', 'resource_state': 2}",True,False,False,False,everyone,False,,[],[],0.0,0.0,True,130.9,164.0,False,True,0.0,0.0,10793286782,10793286782,02C40C51-4ADC-45BA-B405-98ABC98B0225.fit,False,0,0,False,,,
2,"{'id': 27603002, 'resource_state': 1}",Morning Walk,2029.2,1805,1805,0.0,Walk,Walk,10070566211,2023-10-20T01:07:28Z,2023-10-20T09:07:28Z,(GMT+08:00) Asia/Brunei,28800.0,,,,0,3,0,1,0,"{'id': 'a10070566211', 'summary_polyline': '', 'resource_state': 2}",True,False,False,False,everyone,False,,[],[],1.124,1.91,True,130.0,137.0,False,True,0.0,0.0,10788767011,10788767011,19D82E23-23FC-4B77-B8F3-B81E02765E19.fit,False,0,0,False,,,
2,"{'id': 27603002, 'resource_state': 1}",BFT: Balanced,0.0,3452,3452,0.0,Workout,HighIntensityIntervalTraining,10070566202,2023-10-19T23:45:11Z,2023-10-20T07:45:11Z,(GMT+08:00) Asia/Brunei,28800.0,,,,0,4,0,1,0,"{'id': 'a10070566202', 'summary_polyline': '', 'resource_state': 2}",True,False,False,False,everyone,False,,[],[],0.0,0.0,True,124.3,162.0,False,True,0.0,0.0,10788767009,10788767009,F455A7FE-B108-4F8D-82B6-15260574A17C.fit,False,0,0,False,,,
2,"{'id': 27603002, 'resource_state': 1}",BFT: Cardio Summit,0.0,3221,3221,0.0,Workout,HighIntensityIntervalTraining,10064243042,2023-10-18T22:34:13Z,2023-10-19T06:34:13Z,(GMT+08:00) Asia/Brunei,28800.0,,,,0,5,0,1,0,"{'id': 'a10064243042', 'summary_polyline': '', 'resource_state': 2}",True,False,False,False,everyone,False,,[],[],0.0,0.0,True,153.7,176.0,False,True,0.0,0.0,10782205824,10782205824,F5F65E28-AD57-4CD9-AD6D-37F0F7490897.fit,False,0,0,False,,,
2,"{'id': 27603002, 'resource_state': 1}",Morning Weight Training,0.0,3605,3605,0.0,WeightTraining,WeightTraining,10058593220,2023-10-17T23:53:52Z,2023-10-18T07:53:52Z,(GMT+08:00) Asia/Brunei,28800.0,,,,0,3,0,1,0,"{'id': 'a10058593220', 'summary_polyline': '', 'resource_state': 2}",True,False,False,False,everyone,False,,[],[],0.0,0.0,True,108.2,136.0,False,True,0.0,0.0,10776353369,10776353369,3E1AE126-C642-40E4-A088-335235AFBBBD.fit,False,0,0,False,,,
2,"{'id': 27603002, 'resource_state': 1}",BFT: Beast Mode Round 2,0.0,3107,3107,0.0,Workout,HighIntensityIntervalTraining,10054674339,2023-10-17T11:44:55Z,2023-10-17T19:44:55Z,(GMT+08:00) Asia/Brunei,28800.0,,,,0,2,0,1,0,"{'id': 'a10054674339', 'summary_polyline': '', 'resource_state': 2}",True,False,False,False,everyone,False,,[],[],0.0,0.0,True,152.0,175.0,False,True,0.0,0.0,10772294416,10772294416,8CDE967A-AE35-4FFA-9085-C0FD390BACCC.fit,False,0,0,False,,,
2,"{'id': 27603002, 'resource_state': 1}",BFT: Beast Mode,0.0,3030,3030,0.0,Workout,HighIntensityIntervalTraining,10051909893,2023-10-16T22:35:15Z,2023-10-17T06:35:15Z,(GMT+08:00) Asia/Brunei,28800.0,,,,0,3,0,1,0,"{'id': 'a10051909893', 'summary_polyline': '', 'resource_state': 2}",True,False,False,False,everyone,False,,[],[],0.0,0.0,True,149.3,174.0,False,True,0.0,0.0,10769408230,10769408230,0632320D-E318-4920-8F0C-A51C4C465F9C.fit,False,0,0,False,,,
2,"{'id': 27603002, 'resource_state': 1}",BFT: Hyper Round 2,0.0,3299,3299,0.0,Workout,HighIntensityIntervalTraining,10047109420,2023-10-16T04:34:08Z,2023-10-16T12:34:08Z,(GMT+08:00) Asia/Brunei,28800.0,,,,0,2,0,1,0,"{'id': 'a10047109420', 'summary_polyline': '', 'resource_state': 2}",True,False,False,False,everyone,False,,[],[],0.0,0.0,True,126.9,156.0,False,True,0.0,0.0,10764427822,10764427822,9B84AAEB-E222-47C4-BA63-7D830E46BF7E.fit,False,0,0,False,,,
2,"{'id': 27603002, 'resource_state': 1}",BFT: Hyper,0.0,3324,3324,0.0,Workout,HighIntensityIntervalTraining,10046432822,2023-10-15T22:34:39Z,2023-10-16T06:34:39Z,(GMT+08:00) Asia/Brunei,28800.0,,,,0,2,0,1,0,"{'id': 'a10046432822', 'summary_polyline': '', 'resource_state': 2}",True,False,False,False,everyone,False,,[],[],0.0,0.0,True,127.5,158.0,False,True,0.0,0.0,10763710160,10763710160,E561AC38-674E-45F6-AA11-B21B1F006DB1.fit,False,0,0,False,,,
2,"{'id': 27603002, 'resource_state': 1}",Afternoon Swim,1000.0,1357,1582,0.0,Swim,Swim,10041100632,2023-10-15T08:13:34Z,2023-10-15T16:13:34Z,(GMT+08:00) Asia/Brunei,28800.0,,,,0,3,0,1,0,"{'id': 'a10041100632', 'summary_polyline': '', 'resource_state': 2}",True,False,False,False,everyone,False,,[],[],0.737,1.499,False,,,False,False,0.0,0.0,10758157024,10758157024,garmin_ping_299638078094,False,0,0,False,30.0,26.7,
2,"{'id': 27603002, 'resource_state': 1}",Evening Workout,0.0,995,995,0.0,Workout,Workout,10030828166,2023-10-13T12:49:09Z,2023-10-13T20:49:09Z,(GMT+08:00) Asia/Brunei,28800.0,,,,0,2,0,1,0,"{'id': 'a10030828166', 'summary_polyline': '', 'resource_state': 2}",True,False,False,False,everyone,False,,[],[],0.0,0.0,True,102.8,116.0,False,True,0.0,0.0,10747437783,10747437783,BFB0DC4E-E9CB-46FD-97D2-70E8D7A57E3F.fit,False,0,0,False,,,
2,"{'id': 27603002, 'resource_state': 1}",BFT: Cardio HIIT,0.0,3241,3241,0.0,Workout,HighIntensityIntervalTraining,10030664333,2023-10-13T11:44:55Z,2023-10-13T19:44:55Z,(GMT+08:00) Asia/Brunei,28800.0,,,,0,2,0,1,0,"{'id': 'a10030664333', 'summary_polyline': '', 'resource_state': 2}",True,False,False,False,everyone,False,,[],[],0.0,0.0,True,148.4,181.0,False,True,0.0,0.0,10747267666,10747267666,C2F8E8BA-A7F2-48A0-BC9D-EB95D040BC8F.fit,False,0,0,False,,,
2,"{'id': 27603002, 'resource_state': 1}",BFT: Cardio U,0.0,3176,3176,0.0,Workout,HighIntensityIntervalTraining,10015896416,2023-10-10T22:34:09Z,2023-10-11T06:34:09Z,(GMT+08:00) Asia/Brunei,28800.0,,,,0,2,0,1,0,"{'id': 'a10015896416', 'summary_polyline': '', 'resource_state': 2}",True,False,False,False,everyone,False,,[],[],0.0,0.0,True,159.1,182.0,False,True,0.0,0.0,10731942389,10731942389,A4FB7C8A-2981-4A42-B3F4-ED8CEDE44309.fit,False,0,0,False,,,
2,"{'id': 27603002, 'resource_state': 1}",Evening Workout,0.0,625,625,0.0,Workout,Workout,10011613914,2023-10-10T10:56:32Z,2023-10-10T18:56:32Z,(GMT+08:00) Asia/Brunei,28800.0,,,,0,2,0,1,0,"{'id': 'a10011613914', 'summary_polyline': '', 'resource_state': 2}",True,False,False,False,everyone,False,,[],[],0.0,0.0,True,88.7,103.0,False,True,0.0,0.0,10727529875,10727529875,75C91A3A-49DB-4F42-8D3D-B0752B012992.fit,False,0,0,False,,,
2,"{'id': 27603002, 'resource_state': 1}",Afternoon Weight Training,0.0,4024,4024,0.0,WeightTraining,WeightTraining,10011510734,2023-10-10T09:47:44Z,2023-10-10T17:47:44Z,(GMT+08:00) Asia/Brunei,28800.0,,,,0,2,0,1,0,"{'id': 'a10011510734', 'summary_polyline': '', 'resource_state': 2}",True,False,False,False,everyone,False,,[],[],0.0,0.0,True,92.3,130.0,False,True,0.0,0.0,10727423991,10727423991,C78D9A8D-6390-4514-A34F-AD7F6E4989BE.fit,False,0,0,False,,,
2,"{'id': 27603002, 'resource_state': 1}",BFT: Shred Round 2,0.0,3068,3068,0.0,Workout,HighIntensityIntervalTraining,10009510247,2023-10-09T10:34:42Z,2023-10-09T18:34:42Z,(GMT+08:00) Asia/Brunei,28800.0,,,,0,2,0,1,0,"{'id': 'a10009510247', 'summary_polyline': '', 'resource_state': 2}",True,False,False,False,everyone,False,,[],[],0.0,0.0,True,143.6,168.0,False,True,0.0,0.0,10725333640,10725333640,9AAB7E67-4EAD-4151-A15F-F21DA24DE5CD.fit,False,0,0,False,,,
